age,pos,Matches Played,total_minutes,Goals,Assists,Non Penalty Goals,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,Interceptions,Clearances,Passes Completed,Pass completion %,Key passes,Take ons attempted,% Successful take-ons,Total Shots,Shots p 90,Goals per shot,Shot creating actions p 90,Goal creating actions p 90,% Aerial Duels won,% Dribbles tackled,Shots blocked,Passes blocked,Errors made,touches_def_pen,Possessions lost,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,market_value_in_eur,player,season,predicted_value,actual_value,value_gap,value_gap_pct
18,MF,24,1924,3,1,3,0.9,0.9,25,64,0.14,0.05,47,27,22,30,748,86.2,15,58,53.4,11,0.23,0.27,1.87,0.37,42.2,46.7,12,8,1,62,24,0,0.0,0,0.0,0,0.0,0.0,50000000.0,Kobbie Mainoo,2023-2024,12108436.018901452,50000000.0,-37891563.98109855,-75.7831279621971
23,FW,32,2631,15,11,13,13.2,11.6,97,61,0.51,0.38,14,10,3,13,419,64.6,41,161,44.1,75,1.03,0.17,3.59,0.75,43.2,11.1,2,17,0,17,65,0,0.0,0,0.0,0,0.0,0.0,80000000.0,Randal Kolo Muani,2022-2023,42400201.78587519,80000000.0,-37599798.21412481,-46.99974776765602
24,MF,22,1718,0,3,0,0.3,0.3,41,193,0.0,0.16,51,33,26,11,1876,90.5,28,51,82.4,7,0.05,0.0,3.82,0.63,50.0,0.0,6,19,3,39,36,0,0.0,0,0.0,0,0.0,0.0,70000000.0,Marco Verratti,2017-2018,32638423.335487813,70000000.0,-37361576.66451219,-53.37368094930313
21,MF,18,1547,0,2,0,0.8,0.8,22,168,0.0,0.12,45,27,16,12,1269,88.1,20,32,53.1,20,0.17,0.0,3.43,0.35,41.2,37.5,2,30,1,45,13,0,0.0,0,0.0,0,0.0,0.0,80000000.0,Enzo Fernández,2022-2023,42966725.39535977,80000000.0,-37033274.60464023,-46.29159325580029
21,MF,27,1430,0,1,0,0.3,0.3,16,120,0.0,0.06,15,10,9,9,1200,92.9,14,17,58.8,6,0.25,0.0,1.89,0.13,30.0,46.2,0,8,1,19,11,0,0.0,0,0.0,0,0.0,0.0,70000000.0,Arthur Melo,2018-2019,32998429.32478279,70000000.0,-37001570.67521721,-52.85938667888173
23,MF,34,2467,1,1,1,2.4,2.4,59,84,0.04,0.04,67,43,16,35,818,79.6,27,85,51.8,28,0.33,0.04,2.15,0.18,42.3,45.9,4,31,2,64,39,0,0.0,0,0.0,0,0.0,0.0,45000000.0,Matheus Nunes,2022-2023,8360326.422533177,45000000.0,-36639673.57746682,-81.42149683881516
23,MF,36,2854,7,7,7,7.4,7.4,152,156,0.22,0.22,52,39,25,26,1515,83.3,71,88,55.7,62,0.69,0.11,4.35,0.41,29.7,23.9,3,44,1,33,37,0,0.0,0,0.0,0,0.0,0.0,100000000.0,Bernardo Silva,2018-2019,63394539.37717455,100000000.0,-36605460.62282545,-36.605460622825454
26,FW,36,3077,22,1,22,15.1,15.1,121,129,0.64,0.03,35,29,15,10,946,76.1,45,101,50.5,87,1.23,0.25,3.48,0.47,32.1,32.6,4,24,1,17,48,0,0.0,0,0.0,0,0.0,0.0,120000000.0,Sadio Mané,2018-2019,83509034.02809873,120000000.0,-36490965.97190127,-30.409138309917722
28,FW,15,1041,3,3,3,3.6,3.6,27,16,0.26,0.26,17,11,5,3,237,75.0,13,32,46.9,25,0.86,0.12,2.68,0.52,43.1,0.0,4,10,0,7,41,0,0.0,0,0.0,0,0.0,0.0,60000000.0,Diego Costa,2017-2018,23584995.820113506,60000000.0,-36415004.17988649,-60.69167363314415
22,FW,27,1925,10,2,8,9.7,7.3,22,40,0.47,0.09,11,6,3,8,271,71.1,21,33,42.4,65,0.94,0.12,2.1,0.33,39.1,40.0,3,7,1,12,37,0,0.0,0,0.0,0,0.0,0.0,70000000.0,Dušan Vlahović,2022-2023,33615376.031452574,70000000.0,-36384623.968547426,-51.97803424078204
26,MF,16,1204,1,3,1,2.4,1.6,27,111,0.07,0.22,20,9,7,10,885,84.7,30,38,71.1,21,0.52,0.05,4.56,0.52,72.5,50.0,4,8,2,32,32,0,0.0,0,0.0,0,0.0,0.0,80000000.0,Paul Pogba,2019-2020,44251427.560138814,80000000.0,-35748572.439861186,-44.68571554982648
21,MF,36,2600,5,2,5,4.1,4.1,51,141,0.17,0.07,54,37,34,19,1214,81.6,44,45,66.7,37,0.38,0.14,2.84,0.17,41.7,51.2,8,18,0,56,23,0,0.0,0,0.0,0,0.0,0.0,50000000.0,Sandro Tonali,2021-2022,14482374.431967782,50000000.0,-35517625.56803222,-71.03525113606443
24,DF,27,2322,0,1,0,1.0,1.0,12,66,0.0,0.04,28,19,33,109,1211,90.4,6,11,81.8,10,0.08,0.0,0.58,0.08,64.5,0.0,10,17,2,152,5,0,0.0,0,0.0,0,0.0,0.0,70000000.0,Raphaël Varane,2017-2018,34625316.83068071,70000000.0,-35374683.16931929,-50.53526167045612
23,FW,36,2762,8,3,8,4.7,4.7,151,144,0.26,0.1,62,33,18,2,953,77.2,66,129,41.9,57,0.75,0.14,4.14,0.26,31.8,37.3,1,23,1,12,65,0,0.0,0,0.0,0,0.0,0.0,55000000.0,Dejan Kulusevski,2023-2024,19868915.215068858,55000000.0,-35131084.78493114,-63.8746996089657
23,DF,22,1844,1,0,1,0.5,0.5,23,65,0.05,0.0,62,39,33,74,1149,86.7,6,14,64.3,6,0.1,0.17,0.93,0.1,58.9,64.7,21,25,1,231,5,0,0.0,0,0.0,0,0.0,0.0,48000000.0,Cristian Romero,2021-2022,13072941.575373432,48000000.0,-34927058.42462657,-72.76470505130534
27,MF,34,2931,8,9,8,4.1,4.1,76,376,0.25,0.28,70,43,26,41,3365,92.0,49,64,65.6,62,0.68,0.13,4.82,0.71,71.1,48.3,8,24,4,114,32,0,0.0,0,0.0,0,0.0,0.0,120000000.0,Rodri,2023-2024,85149115.53564745,120000000.0,-34850884.46435255,-29.04240372029379
27,DF,23,1672,0,2,0,0.7,0.7,25,89,0.0,0.11,34,21,32,44,1180,90.2,10,7,28.6,15,0.27,0.0,1.45,0.11,56.5,83.3,15,10,1,140,0,0,0.0,0,0.0,0,0.0,0.0,50000000.0,Benjamin Pavard,2023-2024,15239179.483247114,50000000.0,-34760820.516752884,-69.52164103350576
24,FW,30,2523,10,5,7,9.2,6.8,44,42,0.36,0.18,40,23,12,34,339,59.7,29,82,48.8,69,0.71,0.1,2.46,0.32,29.9,48.4,4,38,0,37,54,0,0.0,0,0.0,0,0.0,0.0,48000000.0,Richarlison,2021-2022,13928540.97338208,48000000.0,-34071459.02661792,-70.982206305454
28,MF,35,3118,10,8,6,10.0,6.1,86,297,0.29,0.23,68,38,27,50,1590,73.0,114,44,43.2,90,1.01,0.07,6.06,0.55,45.7,34.1,6,43,2,96,35,0,0.0,0,0.0,0,0.0,0.0,70000000.0,Bruno Fernandes,2023-2024,36228555.188311785,70000000.0,-33771444.811688215,-48.24492115955459
27,FW,17,1450,4,2,4,6.0,6.0,23,40,0.25,0.12,15,5,10,18,228,53.5,12,23,43.5,51,1.3,0.08,2.42,0.37,47.0,42.9,1,4,0,20,17,0,0.0,0,0.0,0,0.0,0.0,50000000.0,Ivan Toney,2023-2024,16312177.420753727,50000000.0,-33687822.579246275,-67.37564515849255
22,FW,30,2150,7,4,7,3.5,3.5,136,89,0.29,0.17,26,17,11,8,611,70.9,58,117,47.0,46,0.88,0.15,4.61,0.29,40.7,39.1,2,19,1,11,27,0,0.0,0,0.0,0,0.0,0.0,50000000.0,Takefusa Kubo,2023-2024,16450590.357863212,50000000.0,-33549409.64213679,-67.09881928427357
31,GK,3,270,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,82,86.3,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,77,0,0,0.0,0,0.0,0,0.0,0.0,35000000.0,Manuel Neuer,2017-2018,1496262.4122689548,35000000.0,-33503737.587731045,-95.72496453637442
24,MF,33,2599,5,5,4,3.7,2.9,44,209,0.17,0.17,99,55,35,25,1704,86.6,47,34,52.9,43,0.28,0.09,3.74,0.42,52.5,47.2,8,57,1,73,35,0,0.0,0,0.0,0,0.0,0.0,75000000.0,Alexis Mac Allister,2023-2024,41667967.406708725,75000000.0,-33332032.593291275,-44.44271012438837
23,MF,2,52,1,0,1,0.1,0.1,0,4,1.73,0.0,0,0,0,0,34,79.1,2,0,0.0,1,1.73,1.0,3.46,0.0,100.0,0.0,1,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,40000000.0,Corentin Tolisso,2018-2019,6826190.342973276,40000000.0,-33173809.657026723,-82.93452414256681
24,DF,14,1189,0,1,0,0.2,0.2,11,69,0.0,0.08,8,5,18,28,841,94.4,1,5,80.0,2,0.0,0.0,0.83,0.23,50.0,66.7,8,2,2,67,4,0,0.0,0,0.0,0,0.0,0.0,45000000.0,Samuel Umtiti,2018-2019,11863016.498586567,45000000.0,-33136983.501413435,-73.63774111425208
23,DF,29,2348,0,1,0,0.7,0.7,31,169,0.0,0.04,65,37,27,71,2101,90.6,6,15,66.7,7,0.04,0.0,0.88,0.11,50.0,62.2,6,20,4,234,10,0,0.0,0,0.0,0,0.0,0.0,60000000.0,Dayot Upamecano,2022-2023,27169897.098431487,60000000.0,-32830102.901568513,-54.716838169280855
