age,pos,Matches Played,total_minutes,Goals,Assists,Non Penalty Goals,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,Interceptions,Clearances,Passes Completed,Pass completion %,Key passes,Take ons attempted,% Successful take-ons,Total Shots,Shots p 90,Goals per shot,Shot creating actions p 90,Goal creating actions p 90,% Aerial Duels won,% Dribbles tackled,Shots blocked,Passes blocked,Errors made,touches_def_pen,Possessions lost,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,market_value_in_eur,player,season,predicted_value,actual_value,value_gap,value_gap_pct
25,MF,35,2932,5,3,2,5.1,2.8,77,193,0.15,0.09,57,36,37,33,1719,84.9,22,58,58.6,25,0.18,0.08,2.12,0.34,52.1,41.9,15,35,1,87,35,0,0.0,0,0.0,0,0.0,0.0,15000000.0,Matteo Pessina,2022-2023,24666967.195616137,15000000.0,9666967.195616137,64.44644797077424
21,MF,33,2662,8,6,6,8.8,6.4,127,89,0.27,0.2,11,6,4,4,777,75.0,36,139,51.8,99,1.05,0.06,3.75,0.57,20.0,19.0,0,9,0,6,50,0,0.0,0,0.0,0,0.0,0.0,25000000.0,Mason Greenwood,2023-2024,34657976.41977727,25000000.0,9657976.419777267,38.63190567910907
25,MF,32,2785,5,2,5,4.5,4.5,19,109,0.16,0.06,83,48,82,38,1316,86.4,17,22,68.2,17,0.23,0.29,1.58,0.16,55.3,50.8,13,36,2,115,17,0,0.0,0,0.0,0,0.0,0.0,10000000.0,Ellyes Skhiri,2020-2021,19566387.85307505,10000000.0,9566387.85307505,95.6638785307505
22,FW,34,2517,5,10,5,4.7,4.7,110,108,0.18,0.36,18,12,12,7,863,80.3,41,131,57.3,52,0.68,0.1,3.47,0.5,6.3,0.0,1,11,1,15,85,0,0.0,0,0.0,0,0.0,0.0,15000000.0,Pione Sisto,2017-2018,24525323.871535674,15000000.0,9525323.871535674,63.502159143571156
23,MF,35,2427,6,4,5,4.1,2.6,42,130,0.22,0.15,31,24,30,12,1013,77.9,39,64,65.6,38,0.59,0.13,2.93,0.19,50.7,0.0,0,24,0,16,40,0,0.0,0,0.0,0,0.0,0.0,4000000.0,Joan Jordán,2017-2018,13472318.147293646,4000000.0,9472318.147293646,236.80795368234112
22,MF,30,1910,4,5,4,3.8,3.8,61,76,0.19,0.24,40,19,14,3,604,80.2,35,73,65.8,34,0.71,0.12,3.3,0.52,29.6,29.2,2,14,0,12,43,0,0.0,0,0.0,0,0.0,0.0,12000000.0,Alexis Claude-Maurice,2020-2021,21459289.746004008,12000000.0,9459289.746004008,78.82741455003341
26,FW,26,1161,7,3,7,5.6,5.6,36,17,0.54,0.23,23,15,9,13,151,59.4,21,38,39.5,39,1.32,0.18,3.41,0.54,53.1,33.3,3,11,0,12,19,0,0.0,0,0.0,0,0.0,0.0,3500000.0,Karim Onisiwo,2018-2019,12875831.489251709,3500000.0,9375831.489251709,267.8808996929059
24,DF,25,2131,0,1,0,0.7,0.7,15,71,0.0,0.04,17,13,20,83,1509,94.0,3,11,81.8,5,0.08,0.0,0.51,0.08,55.6,71.4,29,3,0,169,3,0,0.0,0,0.0,0,0.0,0.0,12000000.0,Jason Denayer,2019-2020,21270805.6029162,12000000.0,9270805.6029162,77.256713357635
26,MF,37,2002,13,6,13,8.7,8.7,38,105,0.58,0.27,27,12,20,14,801,80.3,39,31,48.4,49,0.9,0.27,3.15,0.58,51.5,40.0,6,21,0,24,22,0,0.0,0,0.0,0,0.0,0.0,28000000.0,Mario Pašalić,2021-2022,37270659.52451733,28000000.0,9270659.524517328,33.1094983018476
25,FW,34,2485,8,2,8,8.9,8.1,59,41,0.29,0.07,35,15,12,38,422,65.4,30,59,52.5,51,0.8,0.16,2.72,0.51,43.5,23.9,9,21,0,39,51,0,0.0,0,0.0,0,0.0,0.0,3200000.0,Lucas Höler,2019-2020,12335224.695249142,3200000.0,9135224.695249142,285.4757717265357
24,FW,32,2760,28,7,21,25.6,20.1,46,67,0.91,0.23,11,2,3,15,561,72.5,31,57,45.6,110,1.73,0.19,2.87,0.49,44.2,46.2,1,10,0,20,48,0,0.0,0,0.0,0,0.0,0.0,45000000.0,André Silva,2020-2021,54126280.37214723,45000000.0,9126280.372147232,20.28062304921607
28,DF,24,1841,0,1,0,0.0,0.0,12,128,0.0,0.05,18,12,16,71,1350,89.1,4,4,75.0,1,0.0,0.0,0.93,0.15,61.5,57.1,12,9,0,149,1,0,0.0,0,0.0,0,0.0,0.0,4000000.0,Kevin Vogt,2020-2021,13054976.190596387,4000000.0,9054976.190596387,226.37440476490966
24,MF,36,2729,0,2,0,1.2,1.2,23,186,0.0,0.07,59,37,38,43,1522,87.6,20,30,63.3,19,0.1,0.0,1.71,0.23,58.1,39.4,7,26,0,70,19,0,0.0,0,0.0,0,0.0,0.0,10000000.0,Pablo Rosario,2021-2022,19028304.85987443,10000000.0,9028304.859874431,90.28304859874432
27,MF,23,1361,0,4,0,1.4,1.4,55,119,0.0,0.26,54,26,13,6,1058,89.5,23,43,67.4,24,0.53,0.0,3.83,0.53,38.9,57.1,3,15,0,16,35,0,0.0,0,0.0,0,0.0,0.0,15000000.0,Rafinha,2020-2021,24027282.315816786,15000000.0,9027282.315816786,60.18188210544524
26,FW,30,1851,5,4,5,5.1,5.1,61,83,0.24,0.19,52,36,21,7,590,73.8,30,85,44.7,31,0.53,0.16,2.82,0.19,43.5,37.0,0,34,0,17,31,0,0.0,0,0.0,0,0.0,0.0,2500000.0,Rafael Ratão,2022-2023,11445467.0709597,2500000.0,8945467.0709597,357.81868283838804
24,FW,37,3040,17,6,14,17.1,14.7,138,76,0.5,0.18,17,8,15,2,720,75.6,47,131,50.4,99,1.27,0.14,3.23,0.41,26.4,0.0,0,13,0,2,86,0,0.0,0,0.0,0,0.0,0.0,18000000.0,Karl Toko Ekambi,2017-2018,26852358.67752399,18000000.0,8852358.67752399,49.179770430688826
27,FW,30,2089,18,10,18,15.0,14.3,45,120,0.78,0.43,28,13,6,5,595,74.5,39,50,54.0,106,2.2,0.17,4.44,0.73,34.0,26.7,0,17,0,9,51,0,0.0,0,0.0,0,0.0,0.0,25000000.0,Deniz Undav,2023-2024,33850298.14567625,25000000.0,8850298.145676248,35.401192582704994
25,GK,38,3420,0,0,0,0.0,0.0,0,0,0.0,0.0,2,1,1,19,1113,61.6,1,0,0.0,0,0.0,0.0,0.16,0.03,85.7,100.0,0,0,1,1342,1,41,1.08,95,73.5,11,28.9,0.0,3500000.0,Vanja Milinković-Savić,2022-2023,12123385.008972423,3500000.0,8623385.008972423,246.3824288277835
23,MF,35,2307,6,2,6,3.7,3.7,70,101,0.23,0.08,58,33,35,32,702,77.9,20,55,69.1,47,0.66,0.13,3.0,0.23,42.9,42.6,10,33,1,62,35,0,0.0,0,0.0,0,0.0,0.0,7000000.0,Szymon Żurkowski,2021-2022,15534382.406909343,7000000.0,8534382.406909343,121.91974867013346
31,MF,29,2430,9,11,9,7.2,7.2,158,337,0.33,0.41,32,21,18,7,2183,86.6,61,49,77.6,54,0.74,0.17,5.22,0.74,58.3,0.0,5,23,0,22,29,0,0.0,0,0.0,0,0.0,0.0,1000000.0,David Silva,2017-2018,9467637.418894973,1000000.0,8467637.418894973,846.7637418894972
29,FW,34,2936,22,5,20,17.3,15.0,115,126,0.67,0.15,26,22,23,11,992,75.4,69,92,63.0,91,1.23,0.22,4.17,0.58,27.3,0.0,1,14,1,12,47,0,0.0,0,0.0,0,0.0,0.0,25000000.0,Iago Aspas,2017-2018,33450541.863667253,25000000.0,8450541.863667253,33.80216745466901
30,MF,34,2738,1,2,1,0.8,0.8,37,209,0.03,0.07,55,35,26,21,1695,85.2,31,55,36.4,14,0.07,0.07,2.33,0.23,40.5,33.7,6,16,0,59,44,0,0.0,0,0.0,0,0.0,0.0,5000000.0,Jordan Ferri,2022-2023,13369046.10745609,5000000.0,8369046.10745609,167.3809221491218
23,DF,28,2449,4,1,4,2.3,2.3,31,96,0.15,0.04,53,29,59,118,1265,87.8,6,17,70.6,23,0.33,0.17,0.92,0.04,60.3,48.9,16,18,3,186,5,0,0.0,0,0.0,0,0.0,0.0,9000000.0,Kaan Ayhan,2018-2019,17363006.635612737,9000000.0,8363006.635612737,92.92229595125264
28,MF,36,3163,6,6,3,7.5,4.3,150,229,0.17,0.17,25,16,13,16,1888,83.9,80,68,75.0,48,0.4,0.06,4.41,0.4,17.6,25.0,1,29,0,26,49,0,0.0,0,0.0,0,0.0,0.0,20000000.0,Sergio Canales,2019-2020,28292041.98004724,20000000.0,8292041.980047241,41.46020990023621
24,MF,28,2243,1,1,1,1.6,1.6,74,159,0.04,0.04,29,19,20,13,1055,85.6,25,84,77.4,34,0.4,0.03,2.89,0.12,47.2,0.0,2,15,3,21,41,0,0.0,0,0.0,0,0.0,0.0,6000000.0,Giannelli Imbula,2017-2018,14254954.57611207,6000000.0,8254954.576112069,137.5825762685345
24,DF,35,2814,1,2,1,2.7,2.7,60,160,0.03,0.06,90,55,46,102,1727,80.3,39,37,45.9,26,0.16,0.04,2.46,0.22,58.4,57.3,7,38,0,144,22,0,0.0,0,0.0,0,0.0,0.0,6000000.0,Sergi Cardona,2023-2024,14229048.2321663,6000000.0,8229048.2321663,137.15080386943833
20,MF,26,701,0,2,0,0.8,0.8,25,65,0.0,0.26,5,2,4,6,356,83.0,11,19,31.6,13,0.13,0.0,3.07,0.77,0.0,40.0,2,8,1,10,13,0,0.0,0,0.0,0,0.0,0.0,3000000.0,Pablo Torre,2023-2024,11216807.34421407,3000000.0,8216807.344214071,273.89357814046906
25,MF,35,2704,9,9,8,7.8,7.0,102,166,0.3,0.3,42,21,26,26,1270,77.8,70,45,62.2,100,1.1,0.08,4.73,0.5,38.0,34.3,2,24,1,39,32,0,0.0,0,0.0,0,0.0,0.0,14500000.0,Hakan Çalhanoğlu,2019-2020,22688039.832341168,14500000.0,8188039.832341168,56.46924022304254
